No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
260,qué es celda en excel,2900,55,0,27,http://a2capacitacion.com/cursoexcelgratis.html
261,que es fila en excel,1900,55,0,27,http://a2capacitacion.com/cursoexcelgratis.html
262,excel power pivot,210,55,0,1,http://a2capacitacion.com/
263,tablas dinamicas excel,6600,55,0,20,http://a2capacitacion.com/cursoexcelgratis.html
264,cómo sumar en excel,3600,55,0,15,http://a2capacitacion.com/cursoexcelgratis.html
265,que es una fila excel,1900,56,0,31,http://a2capacitacion.com/cursoexcelgratis.html
266,como crear una tabla dinamica,320,56,0,13,http://a2capacitacion.com/cursoexcelgratis.html
267,crear tabla excel,210,56,0,6,http://a2capacitacion.com/cursoexcelgratis.html
268,mi a2,210,56,0,19,http://a2capacitacion.com/
269,ejemplos de tablas en excel,320,56,0,5,http://a2capacitacion.com/cursoexcelgratis.html
270,trucos de excel,390,56,0,14,http://a2capacitacion.com/cursoexcelgratis.html
271,crear una tabla en excel,210,56,0,2,http://a2capacitacion.com/cursoexcelgratis.html
272,crear tabla en excel,210,56,0,6,http://a2capacitacion.com/cursoexcelgratis.html
273,fórmula de fecha en excel,210,56,0,5,http://a2capacitacion.com/cursoexcelgratis.html
274,hipervinculos en excel,260,56,0,13,http://a2capacitacion.com/cursoexcelgratis.html
275,base de datos en excel para descargar,260,56,0,6,http://a2capacitacion.com/cursoexcelgratis.html
276,descargar teclado,590,57,0,14,http://a2capacitacion.com/cursoexcelgratis.html
277,que es validacion de datos en excel,210,57,0,5,http://a2capacitacion.com/
278,como usar buscarv en excel,320,57,0,1,http://a2capacitacion.com/bundled/Excel+Macros+Power
279,que es una tabla en excel,210,57,0,5,http://a2capacitacion.com/cursoexcelgratis.html
280,cómo crear una tabla dinámica,320,57,0,5,http://a2capacitacion.com/cursoexcelgratis.html
281,cómo sacar promedio en excel,1000,57,0,28,http://a2capacitacion.com/cursoexcelgratis.html
282,excel que es,590,57,0,14,http://a2capacitacion.com/cursoexcelgratis.html
283,eliminar celdas en blanco excel,480,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
284,macros con excel,1600,58,0,31,http://a2capacitacion.com/cursoexcelgratis.html
285,que es una fórmula en excel,1600,58,0,35,http://a2capacitacion.com/cursoexcelgratis.html
286,tipos de datos excel,320,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
287,como pasar tablas de excel a word,260,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
288,que es el formato condicional en excel,390,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
289,que es macros excel,1300,58,0,38,http://a2capacitacion.com/cursoexcelgratis.html
290,funciones de excel ejemplos,260,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
291,indirecto excel,210,58,0,18,http://a2capacitacion.com/bundled/Excel+Macros+Power
292,funcion buscarv en excel ejemplos,480,58,0,5,http://a2capacitacion.com/cursoexcelgratis.html
293,como crear una tabla dinámica,320,58,0,7,http://a2capacitacion.com/cursoexcelgratis.html
294,como hacer tablas dinamicas en excel,390,58,0,21,http://a2capacitacion.com/cursoexcelgratis.html
295,empleo python,210,59,0,20,http://a2capacitacion.com/
296,que es una validación de datos en excel,210,59,0,5,http://a2capacitacion.com/
297,función buscarv en excel,1300,59,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
298,excel logo,2400,59,0,18,http://a2capacitacion.com/
299,fórmula condicional excel,260,59,0,9,http://a2capacitacion.com/cursoexcelgratis.html
300,que es validación de datos en excel,210,59,0,5,http://a2capacitacion.com/
301,atajos de excel,1000,59,0,20,http://a2capacitacion.com/cursoexcelgratis.html
302,funcion coincidir excel,260,59,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
303,enseñanza karen,880,59,0,26,http://a2capacitacion.com/
304,formula para sumar en excel,1000,59,0,6,http://a2capacitacion.com/cursoexcelgratis.html
305,tablas dinámicas excel ejemplos,390,59,0,8,http://a2capacitacion.com/cursoexcelgratis.html
306,que son macros excel,1300,60,0,32,http://a2capacitacion.com/cursoexcelgratis.html
307,como hacer tabla dinamica en excel,390,60,0,8,http://a2capacitacion.com/cursoexcelgratis.html
308,que es la validación de datos en excel,210,60,0,5,http://a2capacitacion.com/
309,descargar macro,210,60,0,23,http://a2capacitacion.com/cursoexcelgratis.html
310,pruebas basicas de excel,210,60,0,6,http://a2capacitacion.com/
311,como crear tablas en excel,590,60,0,9,http://a2capacitacion.com/cursoexcelgratis.html
312,tipos de datos de excel,320,60,0,5,http://a2capacitacion.com/cursoexcelgratis.html
313,cursos sql,720,60,0,6,http://a2capacitacion.com/curso-sql-en-linea.html
314,excel formato condicional,480,60,0,3,http://a2capacitacion.com/cursoexcelgratis.html
315,que son macros en excel,210,61,0,5,http://a2capacitacion.com/cursoexcelgratis.html
316,que es tablas dinamicas en excel,480,61,0,9,http://a2capacitacion.com/cursoexcelgratis.html
317,como eliminar celdas en blanco en excel,210,61,0,5,http://a2capacitacion.com/cursoexcelgratis.html
318,formula buscarv en excel,590,61,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
319,hoja de calculo microsoft excel,320,61,0,37,http://a2capacitacion.com/cursoexcelgratis.html
320,para que sirve macros en excel,320,61,0,8,http://a2capacitacion.com/cursoexcelgratis.html
321,curso de archivo,210,61,0,19,http://a2capacitacion.com/cursoexcelgratis.html
322,formato condicional en excel,1900,61,0,29,http://a2capacitacion.com/cursoexcelgratis.html
323,fórmula buscarv en excel de una hoja a otra,320,61,0,7,http://a2capacitacion.com/bundled/Excel+Macros+Power
324,como hacer graficas en excel,1300,61,0,1,http://a2capacitacion.com/cursoexcelgratis.html
325,excel sumar horas,320,62,0,5,http://a2capacitacion.com/cursoexcelgratis.html
326,operaciones basicas en excel,210,62,0,5,http://a2capacitacion.com/cursoexcelgratis.html
327,como fijar filas en excel,210,62,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
328,funcion si en excel,2400,62,0,9,http://a2capacitacion.com/bundled/Excel+Macros+Power
329,tablas dinamicas excel ejemplos,390,62,0,6,http://a2capacitacion.com/cursoexcelgratis.html
330,formatos condicionales en excel,480,63,0,26,http://a2capacitacion.com/cursoexcelgratis.html
331,probabilidad condicional formulas,260,63,0,1,http://a2capacitacion.com/bundled/Excel+Macros+Power
332,atajos excel,260,63,0,18,http://a2capacitacion.com/cursoexcelgratis.html
333,ejercicios basicos de excel,390,63,0,5,http://a2capacitacion.com/cursoexcelgratis.html
334,xlsx que es,210,63,0,12,http://a2capacitacion.com/cursoexcelgratis.html
335,excel tablas dinamicas ejemplos,390,63,0,5,http://a2capacitacion.com/cursoexcelgratis.html
336,logotipo de excel,1900,63,0,13,http://a2capacitacion.com/
337,como mover una columna en excel,210,63,0,5,http://a2capacitacion.com/cursoexcelgratis.html
338,como fijar columna en excel,880,63,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
339,formulas basicas de excel,1000,63,0,29,http://a2capacitacion.com/
340,que son funciones en excel,390,63,0,5,http://a2capacitacion.com/cursoexcelgratis.html
341,dinamicas,22200,63,0,31,http://a2capacitacion.com/cursoexcelgratis.html
342,función promedio en excel,590,63,0,5,http://a2capacitacion.com/cursoexcelgratis.html
343,crear tabla dinamica en excel,260,63,0,2,http://a2capacitacion.com/cursoexcelgratis.html
344,buscarx en excel,210,63,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
345,tablas dinámicas excel ejemplo,390,64,0,13,http://a2capacitacion.com/cursoexcelgratis.html
346,karen enseñanza,480,64,0,18,http://a2capacitacion.com/
347,funcion promedio en excel,590,64,0,5,http://a2capacitacion.com/cursoexcelgratis.html
348,cómo fijar filas en excel,210,64,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
349,tablas de amortización excel,1300,64,0,21,http://a2capacitacion.com/bundled/Excel+Macros+Power
350,trucos de magia fáciles,210,64,0,6,http://a2capacitacion.com/cursoexcelgratis.html
351,como crear una tabla dinamica en excel,320,64,0,7,http://a2capacitacion.com/cursoexcelgratis.html
352,todas las fórmulas de excel pdf,320,64,0,5,http://a2capacitacion.com/cursoexcelgratis.html
353,macros excel que es,1000,64,0,25,http://a2capacitacion.com/cursoexcelgratis.html
354,excel como sumar,3600,65,0,34,http://a2capacitacion.com/bundled/Excel+Macros+Power
355,excel graficos,1600,65,0,40,http://a2capacitacion.com/cursoexcelgratis.html
356,ejercicios excel,260,65,0,18,http://a2capacitacion.com/cursoexcelgratis.html
357,que es formula en excel,1600,65,0,5,http://a2capacitacion.com/cursoexcelgratis.html
358,qué es una tabla en excel,210,65,0,5,http://a2capacitacion.com/cursoexcelgratis.html
359,función promedio excel,590,65,0,13,http://a2capacitacion.com/cursoexcelgratis.html
360,buscarv funcion,1300,65,0,3,http://a2capacitacion.com/bundled/Excel+Macros+Power
361,que es fórmula en excel,1600,66,0,42,http://a2capacitacion.com/cursoexcelgratis.html
362,tablas dinámica excel,480,66,0,39,http://a2capacitacion.com/cursoexcelgratis.html
363,seaborn python,210,66,0,29,http://a2capacitacion.com/
364,macros excel ejemplos,260,66,0,13,http://a2capacitacion.com/cursoexcelgratis.html
365,aprender a sumar,260,66,0,9,http://a2capacitacion.com/cursoexcelgratis.html
366,que es macros en excel,1300,67,0,3,http://a2capacitacion.com/cursoexcelgratis.html
367,practicas con el teclado,210,67,0,20,http://a2capacitacion.com/cursoexcelgratis.html
368,hoja de excel y sus partes,480,67,0,3,http://a2capacitacion.com/cursoexcelgratis.html
369,como hacer macros excel,720,67,0,30,http://a2capacitacion.com/
370,funciones estadísticas en excel,260,67,0,5,http://a2capacitacion.com/
371,fórmulas y funciones de excel,210,67,0,13,http://a2capacitacion.com/
372,archivo xlsx,210,67,0,3,http://a2capacitacion.com/cursoexcelgratis.html
373,graficos excel,260,67,0,5,http://a2capacitacion.com/cursoexcelgratis.html
374,power bi logo,720,68,0,34,http://a2capacitacion.com/
375,base de datos en excel para practicar,260,68,0,6,http://a2capacitacion.com/cursoexcelgratis.html
376,curso presencial de excel,480,68,0,20,http://a2capacitacion.com/cursoexcelgratis.html
377,cómo hacer una gráfica en excel,1300,68,0,9,http://a2capacitacion.com/cursoexcelgratis.html
378,autosuma en excel,390,68,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
379,libro de excel,390,68,0,16,http://a2capacitacion.com/cursoexcelgratis.html
380,ejemplos de funciones en excel,260,69,0,5,http://a2capacitacion.com/cursoexcelgratis.html
381,como crear graficos en excel,210,69,0,6,http://a2capacitacion.com/cursoexcelgratis.html
382,macros en excel ejemplos,260,69,0,5,http://a2capacitacion.com/cursoexcelgratis.html
383,función coincidir excel,260,69,0,3,http://a2capacitacion.com/bundled/Excel+Macros+Power
384,ejemplo de tabla de excel,320,69,0,6,http://a2capacitacion.com/cursoexcelgratis.html
385,power pivot,1300,69,0,33,http://a2capacitacion.com/
386,excel como sumar celdas,320,70,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
387,capacitar,1600,70,0,34,http://a2capacitacion.com/
388,macro en excel que es,1300,70,0,5,http://a2capacitacion.com/cursoexcelgratis.html
389,fijar celdas en excel,2400,70,0,25,http://a2capacitacion.com/bundled/Excel+Macros+Power
390,teclado completo,210,70,0,22,http://a2capacitacion.com/cursoexcelgratis.html
391,curso de excel sena,2400,70,0,12,http://a2capacitacion.com/cursoexcelgratis.html
392,magister descargar,210,71,0,19,http://a2capacitacion.com/cursoexcelgratis.html
393,qué es una macro en excel,1300,71,0,44,http://a2capacitacion.com/cursoexcelgratis.html
394,excel sena,590,71,0,21,http://a2capacitacion.com/cursoexcelgratis.html
395,cómo fijar una fórmula en excel,880,71,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
396,columna y fila diferencia,320,71,0,5,http://a2capacitacion.com/cursoexcelgratis.html
397,formulas de excel basicas,1000,71,0,35,http://a2capacitacion.com/
398,como insertar una fila en excel,260,71,0,3,http://a2capacitacion.com/cursoexcelgratis.html
399,que es un macro en excel y para que sirve,320,71,0,2,http://a2capacitacion.com/cursoexcelgratis.html
400,que es una tabla dinamica,1600,71,0,38,http://a2capacitacion.com/cursoexcelgratis.html
401,qué es microsoft excel,1900,71,0,34,http://a2capacitacion.com/cursoexcelgratis.html
402,qué es macro en excel,1300,72,0,16,http://a2capacitacion.com/cursoexcelgratis.html
403,manejo de excel,260,72,0,16,http://a2capacitacion.com/bundled/Excel+Macros+Power
404,ajedrez tablas,320,72,0,22,http://a2capacitacion.com/cursoexcelgratis.html
405,que es excel y para que sirve,5400,72,0,38,http://a2capacitacion.com/cursoexcelgratis.html
406,excel para que sirve,320,72,0,9,http://a2capacitacion.com/cursoexcelgratis.html
407,tablas ajedrez,320,72,0,22,http://a2capacitacion.com/cursoexcelgratis.html
408,cursos gratuitos power bi,260,72,0,1,http://a2capacitacion.com/
409,validacion de datos en excel,1000,73,0,5,http://a2capacitacion.com/
410,pelagatos,260,73,0,6,http://a2capacitacion.com/cursoexcelgratis.html
411,comandos de excel,880,73,0,2,http://a2capacitacion.com/cursoexcelgratis.html
412,excel funciones estadisticas,260,73,0,13,http://a2capacitacion.com/
413,cursos de power bi gratis,260,73,0,1,http://a2capacitacion.com/
414,que son las tablas dinamicas,1600,73,0,35,http://a2capacitacion.com/cursoexcelgratis.html
415,como fijar una fórmula en excel,880,73,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
416,fijar una celda en excel,2400,73,0,19,http://a2capacitacion.com/bundled/Excel+Macros+Power
417,para que sirve una macro en excel,320,74,0,4,http://a2capacitacion.com/bundled/Excel+Macros+Power
418,macros en excel para que sirve,260,74,0,3,http://a2capacitacion.com/
419,excel formulas,320,74,0,12,http://a2capacitacion.com/
420,como poner filtros en excel,320,74,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
421,buscar duplicados en excel,260,75,0,1,http://a2capacitacion.com/bundled/Excel+Macros+Power
422,excel y contabilidad,210,75,0,26,http://a2capacitacion.com/
423,símbolo de excel,260,75,0,13,http://a2capacitacion.com/
424,matrices de referencia matemáticas,390,75,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
425,macros excel para que sirve,320,75,0,3,http://a2capacitacion.com/
426,atajos de teclado excel,210,75,0,6,http://a2capacitacion.com/cursoexcelgratis.html
427,hoja de calculo excel,2900,75,0,38,http://a2capacitacion.com/
428,combinar celdas en word,210,75,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
429,atajos de teclado de excel,210,75,0,6,http://a2capacitacion.com/cursoexcelgratis.html
430,clases de teclado,260,75,0,14,http://a2capacitacion.com/cursoexcelgratis.html
431,plantillas power bi,590,76,0,14,http://a2capacitacion.com/
432,inventario en excel,1600,76,0,35,http://a2capacitacion.com/bundled/Excel+Macros+Power
433,como seleccionar una columna en excel,210,76,0,1,http://a2capacitacion.com/bundled/Excel+Macros+Power
434,ejercicios de excel básico,390,76,0,5,http://a2capacitacion.com/
435,que es excel,14800,76,0,53,http://a2capacitacion.com/cursoexcelgratis.html
436,que es tabla dinamica en excel,480,76,0,35,http://a2capacitacion.com/cursoexcelgratis.html
437,cursos gratis de power bi,320,76,0,1,http://a2capacitacion.com/
438,que es formato condicional en excel,260,77,0,5,http://a2capacitacion.com/cursoexcelgratis.html
439,como buscar duplicados en excel,210,77,0,3,http://a2capacitacion.com/bundled/Excel+Macros+Power
440,python desde cero,390,77,0,39,http://a2capacitacion.com/
441,practica con el teclado,210,77,0,29,http://a2capacitacion.com/cursoexcelgratis.html
442,excel ejercicios,260,77,0,18,http://a2capacitacion.com/cursoexcelgratis.html
443,combinar celdas word,210,77,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
444,qué son las tablas dinámicas,1600,77,0,36,http://a2capacitacion.com/cursoexcelgratis.html
445,función si conjunto,320,78,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
446,cursos de word gratis,320,78,0,3,http://a2capacitacion.com/
447,tabla dinámica excel,480,79,0,20,http://a2capacitacion.com/bundled/Excel+Macros+Power
448,formato condicional excel,480,79,0,28,http://a2capacitacion.com/cursoexcelgratis.html
449,atajos de teclado en excel,210,79,0,6,http://a2capacitacion.com/cursoexcelgratis.html
450,hoja de calculo excel y sus partes,210,80,0,2,http://a2capacitacion.com/cursoexcelgratis.html
451,plantillas excel presupuestos,320,80,0,13,http://a2capacitacion.com/bundled/Excel+Macros+Power
452,formato condicional,480,80,0,1,http://a2capacitacion.com/cursoexcelgratis.html
453,aula matriz,480,80,0,11,http://a2capacitacion.com/
454,pago por capitacion,170,80,0,13,http://a2capacitacion.com/
455,plantillas dashboard excel gratis,210,80,0,8,http://a2capacitacion.com/
456,curso power bi gratis,590,80,0,22,http://a2capacitacion.com/
457,que es una hoja de cálculo en excel,720,81,0,17,http://a2capacitacion.com/cursoexcelgratis.html
458,formatos a1,260,81,0,18,http://a2capacitacion.com/cursoexcelgratis.html
459,hipervinculos en word,320,81,0,13,http://a2capacitacion.com/cursoexcelgratis.html
460,rstudio cloud,2900,82,0,21,http://a2capacitacion.com/
461,fórmula para sumar en excel,1000,82,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
462,cursos sap gratuitos,390,82,0,21,http://a2capacitacion.com/
463,estadistica inferencial ejemplo,390,82,0,13,http://a2capacitacion.com/
464,capacitate,590,82,0,30,http://a2capacitacion.com/
465,tipos de graficos en excel,880,82,0,37,http://a2capacitacion.com/cursoexcelgratis.html
466,macro en excel ejemplo,260,83,0,5,http://a2capacitacion.com/cursoexcelgratis.html
467,funcion sumar en excel,260,83,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
468,como hacer una grafica en excel,1300,83,0,40,http://a2capacitacion.com/
469,curso gratis power bi,260,83,0,1,http://a2capacitacion.com/
470,power bi curso gratis,480,83,0,36,http://a2capacitacion.com/
471,curso de computación para principiantes,210,84,0,11,http://a2capacitacion.com/cursoexcelgratis.html
472,clases en python,320,84,0,16,http://a2capacitacion.com/
473,condicionales en python,390,85,0,14,http://a2capacitacion.com/bundled/Excel+Macros+Power
474,plan de capacitacion ejemplo word,210,85,0,6,http://a2capacitacion.com/
475,formato a2,210,85,0,3,http://a2capacitacion.com/cursoexcelgratis.html
476,estadistica inferencial,2900,86,0,30,http://a2capacitacion.com/
477,probabilidad condicional fórmula,260,86,0,2,http://a2capacitacion.com/bundled/Excel+Macros+Power
478,vectores en programacion,210,86,0,13,http://a2capacitacion.com/
479,estadística inferencial,2900,86,0,20,http://a2capacitacion.com/
480,curso de power bi gratis,480,86,0,23,http://a2capacitacion.com/
481,atajos de teclado,880,86,0,25,http://a2capacitacion.com/cursoexcelgratis.html
482,plan de capacitación ejemplo word,260,86,0,6,http://a2capacitacion.com/
483,dinámicas,22200,87,0,39,http://a2capacitacion.com/cursoexcelgratis.html
484,capacitados,320,87,0,10,http://a2capacitacion.com/
485,logo power bi,390,88,0,32,http://a2capacitacion.com/
486,tabla de amortización en excel,1300,88,0,24,http://a2capacitacion.com/bundled/Excel+Macros+Power
487,certificacion sap,260,88,0,35,http://a2capacitacion.com/
488,cursos baratos,480,88,0,19,http://a2capacitacion.com/cursoexcelgratis.html
489,plantillas de presupuesto en excel,260,88,0,9,http://a2capacitacion.com/
490,como hacer matrices en excel,210,89,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
491,como hacer una tabla dinamica en excel,880,89,0,15,http://a2capacitacion.com/bundled/Excel+Macros+Power
492,capacitado,320,89,0,31,http://a2capacitacion.com/
493,sql para que sirve,210,89,0,13,http://a2capacitacion.com/
494,curso power bi,4400,89,0,32,http://a2capacitacion.com/
495,ajedrez interactivo,210,89,0,85,http://a2capacitacion.com/cursoexcelgratis.html
496,tablas de sumar,1000,89,0,13,http://a2capacitacion.com/cursoexcelgratis.html
497,como aprender a jugar ajedrez,390,90,0,25,http://a2capacitacion.com/cursoexcelgratis.html
498,que es un formato condicional en excel,390,90,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
499,cursos aws,320,90,0,7,http://a2capacitacion.com/
500,estadistica descriptiva,4400,90,0,26,http://a2capacitacion.com/
501,tablas en ajedrez,320,90,0,17,http://a2capacitacion.com/cursoexcelgratis.html
502,atajos en el teclado,1900,91,0,28,http://a2capacitacion.com/cursoexcelgratis.html
503,vectores en programación,170,91,0,13,http://a2capacitacion.com/
504,como insertar una columna en excel,210,91,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
505,diplomados power bi,480,92,0,37,http://a2capacitacion.com/
506,inventario excel,210,92,0,10,http://a2capacitacion.com/bundled/Excel+Macros+Power
507,algebra lineal matrices,720,93,0,8,http://a2capacitacion.com/
508,contabilidad en excel,210,93,0,24,http://a2capacitacion.com/
509,diplomado gratuito,3600,93,0,32,http://a2capacitacion.com/cursoexcelgratis.html
510,para que sirve el álgebra,320,93,0,5,http://a2capacitacion.com/
511,que es la estadistica descriptiva,880,93,0,7,http://a2capacitacion.com/
512,capacitar ingles virtual,210,94,0,16,http://a2capacitacion.com/
513,cuales son las funciones del teclado,260,94,0,7,http://a2capacitacion.com/cursoexcelgratis.html
514,cursos presenciales de excel,480,94,0,20,http://a2capacitacion.com/
515,curso sap,1000,94,0,17,http://a2capacitacion.com/
516,como hacer una tabla de amortización en excel,210,94,0,5,http://a2capacitacion.com/bundled/Excel+Macros+Power
517,estadística descriptiva,5400,95,0,26,http://a2capacitacion.com/
518,cursos de excel presenciales,480,96,0,20,http://a2capacitacion.com/
519,cursos de sap gratis con certificado,210,97,0,15,http://a2capacitacion.com/
520,condicionales,3600,97,0,30,http://a2capacitacion.com/bundled/Excel+Macros+Power
521,macros que es,590,98,0,37,http://a2capacitacion.com/bundled/Excel+Macros+Power
522,curso sql gratis,210,98,0,3,http://a2capacitacion.com/
523,ciencia de datos trabajo,210,98,0,7,http://a2capacitacion.com/
524,para que sirve sql,210,99,0,13,http://a2capacitacion.com/
525,power bi curso,4400,99,0,1,http://a2capacitacion.com/bundled/Excel+Macros+Power
526,que es estadistica descriptiva,720,99,0,7,http://a2capacitacion.com/
527,que es estadística descriptiva,720,100,0,7,http://a2capacitacion.com/
528,master black belt,210,100,0,14,http://a2capacitacion.com/
529,estadística inferencial que es,590,100,0,5,http://a2capacitacion.com/
